row,Game Name,Category,NYC,BGG ID,BGG Rank,Avg Rating,Geek Rating,Weight,Year,Min Players,Max Players,Best Players,Recommended Players,Min Age (Manufacturer),Community Age,Min Playtime,Max Playtime,Designers,BGG Categories,Mechanics,Themes,Fans Also Like,Match Confidence,Match Method,Description
259,Gloomhaven,Thematic / Adventure,,174430,4,8.54039,8.29917,3.918300653594771,2017,1,4,3,1-4,14,14+,60,120,Isaac Childres,Adventure | Exploration | Fantasy | Fighting | Miniatures,Action Queue | Action Retrieval | Campaign / Battle Card Driven | Card Play Conflict Resolution | Communication Limits | Cooperative Game | Critical Hits and Failures | Deck Construction | Grid Movement | Hand Management | Hexagon Grid | Legacy Game | Line of Sight | Modular Board | Multi-Use Cards | Narrative Choice / Paragraph | Once-Per-Game Abilities | Role Playing | Scenario / Mission / Campaign Game | Simultaneous Action Selection | Solo / Solitaire Game | Storytelling | Tags | Variable Player Powers,Category: Dungeon Crawler | Creatures: Demons | Creatures: Dragons | Creatures: Monsters | Crowdfunding: Kickstarter,Gloomhaven: Jaws of the Lion | Frosthaven | Mage Knight Board Game | Spirit Island | Sleeping Gods | Mechs vs. Minions | Slay the Spire: The Board Game | Nemesis | Dead of Winter: A Crossroads Game | Cthulhu: Death May Die | Mansions of Madness: Second Edition | Xia: Legends of a Drift System | The 7th Continent | Twilight Imperium: Fourth Edition | Robinson Crusoe: Adventures on the Cursed Island | Scythe | Twilight Inscription | Dune: Imperium | The Lord of the Rings: Journeys in Middle-Earth | Pandemic Legacy: Season 1 | Forgotten Waters | Clank! Legacy: Acquisitions Incorporated | Blood Rage | Return to Dark Tower | The Lord of the Rings: Fate of the Fellowship | This War of Mine: The Board Game | Star Wars: Outer Rim | Star Wars: Rebellion,1.00,auto,"Gloomhaven is a game of Euro-inspired tactical combat in a persistent world of shifting motives. Players will take on the roles of wandering adventurers with their own special sets of skills and their own reasons for traveling to this dark corner of the world. Players must work together out of necessity to clear out menacing dungeons and forgotten ruins. In the process, they will enhance their abilities with experience and loot, discover new locations to explore and plunder, and expand an ever-branching story fueled by the decisions they make. This is a game with a persistent and changing worl"
260,Gloomhaven: Jaws of the Lion,Thematic / Adventure,,291457,12,8.36143,8.09768,3.6379163108454313,2020,1,4,2,1-4,14,12+,30,120,Isaac Childres,Adventure | Exploration | Fantasy | Fighting | Miniatures,Action Queue | Action Retrieval | Campaign / Battle Card Driven | Communication Limits | Cooperative Game | Critical Hits and Failures | Deck Construction | Grid Movement | Hand Management | Hexagon Grid | Line of Sight | Multi-Use Cards | Once-Per-Game Abilities | Player Elimination | Role Playing | Scenario / Mission / Campaign Game | Simultaneous Action Selection | Solo / Solitaire Game | Variable Player Powers,Category: Dungeon Crawler,Gloomhaven | Sleeping Gods | Spirit Island | Frosthaven | Slay the Spire: The Board Game | Cthulhu: Death May Die | The Lord of the Rings: Fate of the Fellowship | The Lord of the Rings: Journeys in Middle-Earth | Mansions of Madness: Second Edition | Nemesis | Imperium: Legends | Destinies | This War of Mine: The Board Game | Pandemic Legacy: Season 1 | Imperium: Classics | Robinson Crusoe: Adventures on the Cursed Island | Aeon's End | Forgotten Waters | Star Wars: Outer Rim | Mage Knight Board Game | Twilight Inscription | Dune: Imperium | Clank! Legacy: Acquisitions Incorporated | Mechs vs. Minions | Pandemic Legacy: Season 0 | Clank!: Catacombs | Too Many Bones | Dune: Imperium – Uprising,1.00,auto,"Gloomhaven: Jaws of the Lion is a standalone game that takes place before the events of Gloomhaven. The game includes four new characters — Valrath Red Guard (tank, crowd control), Inox Hatchet (ranged damage), Human Voidwarden (support, mind control), and Quatryl Demolitionist (melee damage, obstacle manipulation) — that can also be used in the original Gloomhaven game. The game also includes 16 monster types (including seven new standard monsters and three new bosses) and a new campaign with 25 scenarios that invites the heroes to investigate a case of mysterious disappearances within the ci"
261,Legends of Andor,Thematic / Adventure,,127398,676,7.0847,6.85735,2.7660332541567696,2012,2,4,4,1-4,10,10+,60,90,Michael Menzel,Adventure | Fantasy | Fighting | Puzzle,Action Points | Area Movement | Cooperative Game | Dice Rolling | Events | Scenario / Mission / Campaign Game | Variable Player Powers,Theme: King Arthur / The Knights of the Round Table / Camelot,The Adventures of Robin Hood | Paleo | Dorfromantik: The Board Game | Wizard | Rivals for Catan | MicroMacro: Crime City | The Taverns of Tiefenthal | Robinson Crusoe: Adventures on the Cursed Island | T.I.M.E Stories | Fantasy Realms | 5-Minute Dungeon | Hitster | Legends of Andor: The Last Hope | Colt Express | Harry Potter: Hogwarts Battle | Camel Up | Aftermath | The Game | Catan: Starfarers | MicroMacro: Crime City – Full House | Love Letter: Premium Edition | Keep the Heroes Out! | The 7th Continent: Classic Edition | That's Pretty Clever! | Pictures | Mice and Mystics | Die Legenden von Andor: Chada & Thorn | Magic Maze,1.00,auto,"Legends of Andor is a cooperative adventure board game for two to four players in which a band of heroes must work together to defend a fantasy realm from invading hordes. To secure Andor's borders, the heroes will embark on dangerous quests over the course of five unique scenarios (as well as a final scenario created by the players themselves). But as the clever game system keeps creatures on the march toward the castle, the players must balance their priorities carefully. At the heart of Legends of Andor is its unique narrative, the linked scenarios of which tell an overarching story as the "
262,Mansions of Madness: 2nd Ed.,Thematic / Adventure,,205059,75,7.91705,7.67907,2.695961995249406,2016,1,5,3-4,1-5,14,12+,120,180,Nikki Valens,Adventure | Exploration | Fantasy | Fighting | Horror | Miniatures | Murder / Mystery | Mythology | Novel-based | Puzzle,Area Movement | Cooperative Game | Dice Rolling | Hand Management | Map Addition | Modular Board | Role Playing | Scenario / Mission / Campaign Game | Solo / Solitaire Game | Stat Check Resolution | Traitor Game | Variable Player Powers,Category: Dungeon Crawler | Series: Arkham Horror Files (Fantasy Flight Games) | Series: Mansions of Madness | Theme: Cthulhu Mythos | Theme: Mad Science / Mad Scientist | Theme: Spooky Old Houses,Arkham Horror (Third Edition) | Eldritch Horror | Cthulhu: Death May Die | The Lord of the Rings: Journeys in Middle-Earth | Unfathomable | Gloomhaven: Jaws of the Lion | Gloomhaven | Sleeping Gods | Nemesis | This War of Mine: The Board Game | Dead of Winter: A Crossroads Game | Destinies | Forgotten Waters | Dead of Winter: The Long Night | Star Wars: Outer Rim | Descent: Legends of the Dark | Reign of Cthulhu | Robinson Crusoe: Adventures on the Cursed Island | Arkham Horror: The Card Game | Fury of Dracula (Third/Fourth Edition) | Mice and Mystics | The Thing: The Boardgame | Western Legends | Pandemic Legacy: Season 0 | Pandemic Legacy: Season 1 | Elder Sign | Spirit Island | The Lord of the Rings: Fate of the Fellowship,1.00,override,"Mansions of Madness: Second Edition is a fully co-operative, app-driven board game of horror and mystery for one to five players that takes place in the same universe as Eldritch Horror and Elder Sign. Let the immersive app guide you through the veiled streets of Innsmouth and the haunted corridors of Arkham's cursed mansions as you search for answers and respite. Eight brave investigators stand ready to confront four scenarios of fear and mystery, collecting weapons, tools, and information, solving complex puzzles, and fighting monsters, insanity, and death. Open the door and step inside thes"
263,Mice and Mystics,Thematic / Adventure,,124708,558,7.20255,6.95104,2.7352216748768474,2012,1,4,4,1-4,7,8+,60,90,Jerry Hawthorne,Adventure | Animals | Exploration | Fantasy | Fighting | Miniatures,Area Movement | Cooperative Game | Dice Rolling | Multiple Maps | Role Playing | Scenario / Mission / Campaign Game | Storytelling | Variable Player Powers,Animals: Cockroaches | Animals: Ladybugs / Ladybirds | Animals: Mice | Animals: Rats | Animals: Spiders | Category: Dungeon Crawler | Theme: Anthropomorphic Animals,Elder Sign | Dead of Winter: A Crossroads Game | Stuffed Fables | Mansions of Madness: Second Edition | Gloomhaven | The Lord of the Rings: Journeys in Middle-Earth | Flash Point: Fire Rescue | Eldritch Horror | Forgotten Waters | Near and Far | Descent: Journeys in the Dark (Second Edition) | Robinson Crusoe: Adventures on the Cursed Island | XCOM: The Board Game | Gloomhaven: Jaws of the Lion | Mechs vs. Minions | Sleeping Gods | T.I.M.E Stories | This War of Mine: The Board Game | Ghost Stories | Reign of Cthulhu | The 7th Continent | Destinies | Charterstone | Mage Knight Board Game | Fury of Dracula (Third/Fourth Edition) | Dead of Winter: The Long Night | Pandemic Legacy: Season 1 | Arkham Horror (Third Edition),1.00,auto,"In Mice and Mystics, players take on the roles of those still loyal to the king – but to escape the clutches of Vanestra, they have been turned into mice! Play as cunning field mice who must race through a castle now twenty times larger than before. The castle would be a dangerous place with Vanestra's minions in control, but now countless other terrors also await heroes who are but the size of figs. Play as nimble Prince Collin and fence your way past your foes, or try Nez Bellows, the burly smith. Confound your foes as the wizened old mouse Maginos, or protect your companions as Tilda, the c"
264,Nemesis,Thematic / Adventure,,167355,25,8.25146,7.95131,3.486224869694713,2018,1,5,4-5,1-5,12,14+,90,180,Adam Kwapiński,Adventure | Horror | Miniatures | Science Fiction,Campaign / Battle Card Driven | Cooperative Game | Dice Rolling | Hand Management | Hidden Roles | Interrupts | Modular Board | Player Elimination | Semi-Cooperative Game | Solo / Solitaire Game | Team-Based Game | Traitor Game | Variable Player Powers,Category: Dungeon Crawler | Creatures: Aliens / Extraterrestrials | Crowdfunding: Kickstarter | Crowdfunding: Modian,Nemesis: Lockdown | Cthulhu: Death May Die | Ankh: Gods of Egypt | Unfathomable | Star Wars: Rebellion | Twilight Imperium: Fourth Edition | Eclipse: Second Dawn for the Galaxy | Blood Rage | Rising Sun | Dune: Imperium – Uprising | Gloomhaven | Gloomhaven: Jaws of the Lion | Sleeping Gods | Dune: Imperium | The Great Wall | Mansions of Madness: Second Edition | Dune: War for Arrakis | Beast | Kemet: Blood and Sand | Frostpunk: The Board Game | The Lord of the Rings: Fate of the Fellowship | Nemesis: Retaliation | Cyclades: Legendary Edition | Spirit Island | Slay the Spire: The Board Game | Western Legends | Andromeda's Edge | Star Wars: Outer Rim,1.00,auto,"Playing Nemesis will take you into the heart of sci-fi survival horror in all its terror. A soldier fires blindly down a corridor, trying to stop the alien advance. A scientist races to find a solution in his makeshift lab. A traitor steals the last escape pod in the very last moment. Intruders you meet on the ship are not only reacting to the noise you make but also evolve as the time goes by. The longer the game takes, the stronger they become. During the game, you control one of the crew members with a unique set of skills, personal deck of cards, and individual starting equipment. These he"
265,Pandemic Legacy: Season 1,Thematic / Adventure,,161936,3,8.5033,8.34726,2.827763496143959,2015,2,4,4,2-4,13,12+,60,60,Rob Daviau | Matt Leacock,Environmental | Medical,Action Points | Cooperative Game | Hand Management | Legacy Game | Multi-Use Cards | Point to Point Movement | Scenario / Mission / Campaign Game | Set Collection | Tags | Trading | Variable Player Powers,Medical: Diseases | Occupation: Dispatcher | Occupation: Medic / Doctor / Nurses | Occupation: Researcher / Scientist | Region: The World | Theme: Science | Versions & Editions: Legacy Versions of Non-Legacy Games,Pandemic Legacy: Season 2 | Pandemic Legacy: Season 0 | Pandemic | Spirit Island | The Search for Planet X | T.I.M.E Stories | Galaxy Trucker | The Crew: The Quest for Planet Nine | Clank! Legacy: Acquisitions Incorporated | Iberia | Mechs vs. Minions | Ticket to Ride Legacy: Legends of the West | Dead of Winter: A Crossroads Game | Captain Sonar | Codenames: Duet | Sleeping Gods | Forgotten Waters | Clank!: A Deck-Building Adventure | Chronicles of Crime | Gloomhaven: Jaws of the Lion | Dune: Imperium | Codenames | Scythe | Gloomhaven | Clank! In! Space!: A Deck-Building Adventure | Detective: City of Angels | Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases | Charterstone,1.00,auto,"Pandemic Legacy is a co-operative campaign game, with an overarching story arc played through 12-24 sessions, depending on how well your group does at the game. At the beginning, the game starts in a very similar fashion as basic Pandemic, in which your team of disease-fighting specialists races against the clock to travel around the world, treating disease hot spots while researching cures for each of four plagues before they get out of hand. During a player's turn, they have four actions available, with which they may travel around in the world in various ways (sometimes needing to discard a"
266,Robinson Crusoe: Adventures on the Cursed Island,Thematic / Adventure,,121921,119,7.72222,7.54542,3.8268109908409658,2012,1,4,1-2,1-4,14,12+,60,120,Joanna Kijanka | Ignacy Trzewiczek,Adventure | Exploration | Fighting | Novel-based | Territory Building,Action Queue | Area Movement | Cooperative Game | Dice Rolling | Die Icon Resolution | Events | Hexagon Grid | Map Addition | Movement Points | Narrative Choice / Paragraph | Scenario / Mission / Campaign Game | Solo / Solitaire Game | Tile Placement | Turn Order: Progressive | Variable Player Powers | Worker Placement,Books: Robinson Crusoe | Category: DIZED Tutorial | Islands: Fictional | Theme: Colonial | Theme: Survival | Theme: Tropical | Theme: Tropical Islands,This War of Mine: The Board Game | Spirit Island | Mage Knight Board Game | Gloomhaven | Gloomhaven: Jaws of the Lion | Sleeping Gods | Imperium: Classics | Pandemic Legacy: Season 1 | Twilight Inscription | Imperium: Legends | Dune: Imperium | Aeon's End | The 7th Continent | Pandemic Legacy: Season 0 | Scythe | Forgotten Waters | The Lord of the Rings: Fate of the Fellowship | Civilization: A New Dawn | Dead of Winter: A Crossroads Game | Pandemic Legacy: Season 2 | Mansions of Madness: Second Edition | Frostpunk: The Board Game | Destinies | Alchemists | Roll Player | Terraforming Mars | T.I.M.E Stories | Clank!: A Deck-Building Adventure,1.00,auto,"Robinson Crusoe: Adventures on the Cursed Island is a game that takes the players to a deserted island, where they'll play the parts of shipwreck survivors confronted by an extraordinary adventure. They'll be faced with the challenges of building a shelter, finding food, fighting wild beasts, and protecting themselves from weather changes. The players decide in which direction the game will unfold and – after several in-game weeks of hard work – how their settlement will look. Will they manage to discover the secret of the island in the meantime? Will they find a pirate treasure, or an abandon"
267,Runebound 3rd Edition,Thematic / Adventure,,181530,658,7.46924,6.86951,2.71889400921659,2015,2,4,2,1-3,14,12+,120,180,Lukas Litzsinger,Adventure | Exploration | Fantasy | Fighting,"Action Points | Area Movement | Deck, Bag, and Pool Building | Dice Rolling | Die Icon Resolution | Hexagon Grid | Role Playing | Roll / Spin and Move | Stat Check Resolution | Variable Player Powers | Variable Set-up",Occupation: Adventurer / Explorer | Series: Runebound (Fantasy Flight Games) | Setting: The Realms of Terrinoth | Theme: Wizards,Eldritch Horror | Fallout | Descent: Journeys in the Dark (Second Edition) | Arkham Horror (Third Edition) | Tainted Grail: The Fall of Avalon | Sword & Sorcery: Immortal Souls | Xia: Legends of a Drift System | The Lord of the Rings: Journeys in Middle-Earth | Maximum Apocalypse | Heroes of Terrinoth | This War of Mine: The Board Game | Zona: The Secret of Chernobyl | World of Warcraft: Wrath of the Lich King | Mansions of Madness: Second Edition | Aftermath | Forbidden Stars | Mice and Mystics | DungeonQuest: Revised Edition | Gears of War: The Board Game | Last Aurora | Descent: Legends of the Dark | Roll Player Adventures | Gloomhaven | War of the Ring: The Card Game | City of the Great Machine | Call to Adventure | BattleLore: Second Edition | Battle for Rokugan,1.00,override,"Description from the publisher: Welcome to Terrinoth, adventurer! Runebound is a fantasy adventure board game for two to four players, inviting you to play as one of six heroes wandering the realm and taking whatever quests you may encounter. But all is not well in the realm: evil is awakening once more in the form of Margath the Dragonlord or the Corpse King, Vorakesh. Only you and your rival heroes stand a chance of stopping this threat before all Terrinoth is consumed in darkness. Two distinct scenarios give shape to your adventures in Terrinoth, challenging you to battle undead or outwit a"
268,Sleeping Gods,Thematic / Adventure,,255984,71,8.09312,7.68863,3.2634730538922154,2021,1,4,1-2,1-3,13,12+,60,1200,Ryan Laukat,Adventure | Exploration | Fantasy | Fighting | Nautical,Action Points | Cooperative Game | Events | Hand Management | Narrative Choice / Paragraph | Push Your Luck | Scenario / Mission / Campaign Game | Solo / Solitaire Game | Storytelling,Crowdfunding: Kickstarter | Crowdfunding: Wspieram | Decades: The 1920's | Setting: The Wandering World,Gloomhaven: Jaws of the Lion | Slay the Spire: The Board Game | Spirit Island | Gloomhaven | Destinies | Forgotten Waters | Twilight Inscription | The Lord of the Rings: Fate of the Fellowship | Cthulhu: Death May Die | Pandemic Legacy: Season 0 | Return to Dark Tower | Sleeping Gods: Distant Skies | Pandemic Legacy: Season 1 | Nemesis | Mansions of Madness: Second Edition | Frosthaven | Clank! Legacy: Acquisitions Incorporated | Robinson Crusoe: Adventures on the Cursed Island | Mechs vs. Minions | Vagrantsong | Clank!: Catacombs | Pandemic Legacy: Season 2 | Frostpunk: The Board Game | This War of Mine: The Board Game | Dune: Imperium | The Search for Planet X | The LOOP | Andromeda's Edge,1.00,auto,"""Are the stars unfamiliar here?"" she asked, and the sky grew suddenly dark, the star's patterns alien and exotic. ""This is the Wandering Sea. The gods have brought you here, and you must wake them if you wish to return home."" In Sleeping Gods, you and up to 3 friends become Captain Sofi Odessa and her crew, lost in a strange world in 1929 on your steamship, the Manticore. You must work together to survive, exploring exotic islands, meeting new characters, and seeking out the totems of the gods so that you can return home. Sleeping Gods is a campaign game. Each session can last as long as you w"
269,Star Wars: Imperial Assault,Thematic / Adventure,,164153,85,7.95208,7.64864,3.3024948024948024,2014,2,5,"2, 5",2-5,14,12+,60,120,Justin Kemppainen | Corey Konieczka | Jonathan Ying,Adventure | Exploration | Fighting | Miniatures | Movies / TV / Radio theme | Science Fiction | Wargame,Dice Rolling | Die Icon Resolution | Grid Movement | Line of Sight | Modular Board | Role Playing | Scenario / Mission / Campaign Game | Solo / Solitaire Game | Square Grid | Team-Based Game | Variable Player Powers,Category: Dungeon Crawler | Creatures: Aliens / Extraterrestrials | Movies: Star Wars,Star Wars: Outer Rim | Star Wars: X-Wing Miniatures Game | Star Wars: Rebellion | Descent: Journeys in the Dark (Second Edition) | The Lord of the Rings: Journeys in Middle-Earth | Star Wars: The Clone Wars | Star Wars: Unlimited | Star Wars: Battle of Hoth | Gloomhaven | Star Wars: Destiny | Fallout | Cthulhu: Death May Die | Mansions of Madness: Second Edition | Star Wars: Shatterpoint | The Mandalorian: Adventures | Star Wars: The Deckbuilding Game | Battlestar Galactica: The Board Game | Gloomhaven: Jaws of the Lion | Arkham Horror (Third Edition) | Mice and Mystics | Star Wars: Armada | World of Warcraft: Wrath of the Lich King | Dungeons & Dragons: The Legend of Drizzt Board Game | Dead of Winter: A Crossroads Game | DOOM: The Board Game | Legendary Encounters: An Alien Deck Building Game | Nemesis | Hunt for the Ring,1.00,auto,"Star Wars: Imperial Assault is a strategy board game of tactical combat and missions for two to five players, offering two distinct games of battle and adventure in the Star Wars universe! Imperial Assault puts you in the midst of the Galactic Civil War between the Rebel Alliance and the Galactic Empire after the destruction of the Death Star over Yavin 4. In this game, you and your friends can participate in two separate games. The campaign game pits the limitless troops and resources of the Galactic Empire against a crack team of elite Rebel operatives as they strive to break the Empire&rsqu"
270,Sword & Sorcery,Thematic / Adventure,,170771,542,7.86541,6.96357,4.1211072664359865,2017,1,5,2,1-4,13,12+,60,150,Simone Romano | Nunzio Surace,Adventure | Fantasy | Fighting | Miniatures,Action Points | Area Movement | Cooperative Game | Dice Rolling | Modular Board | Role Playing | Solo / Solitaire Game | Variable Player Powers,Category: Dungeon Crawler | Creatures: Monsters | Crowdfunding: Kickstarter,Sword & Sorcery: Ancient Chronicles | Tainted Grail: The Fall of Avalon | Descent: Legends of the Dark | Runebound (Third Edition) | Oathsworn: Into the Deepwood | Heroes of Terrinoth | Arydia: The Paths We Dare Tread | Chronicles of Drunagor: Age of Darkness | Fateforge: Chronicles of Kaan | Galaxy Defenders | Middara: Unintentional Malum – Act 1 | Etherfields | Stars of Akarios | Fallout | Agemonia | Waste Knights: Second Edition | The Lord of the Rings: Journeys in Middle-Earth | Euthia: Torment of Resurrection | ISS Vanguard | Machina Arcana (Second/Third Edition) | Gears of War: The Board Game | Bloodborne: The Board Game | Tainted Grail: Kings of Ruin | Descent: Journeys in the Dark (Second Edition) | The Isofarian Guard | Folklore: The Affliction | Aftermath | The Elder Scrolls V: Skyrim – The Adventure Game,1.00,override,"The legend begins! Play heroes of epic stature against the forces of evil. Five heroes awoke from the dead and were made immortal to save the kingdom from the rise of darkness. In Sword & Sorcery: Immortal Souls, up to five players control one or more of these legendary characters brought back to life by powerful sorcery, to fight against the forces of evil, controlled by the game itself. Heroes grow stronger during their story-driven quests. Along the battles, they acquire soul points that regenerate their souls, restoring their legendary status with multiple powers, magic and soul weapons, a"
271,Tainted Grail: The Fall of Avalon,Thematic / Adventure,,264220,136,8.02975,7.49826,3.3719165085388996,2019,1,4,1-2,1-3,14,14+,60,120,Krzysztof Piskorski | Marcin Świerkot,Adventure | Exploration | Fantasy | Fighting | Mature / Adult | Medieval | Mythology | Travel,"Area Movement | Campaign / Battle Card Driven | Cooperative Game | Deck, Bag, and Pool Building | Dice Rolling | Hand Management | Map Addition | Modular Board | Narrative Choice / Paragraph | Role Playing | Scenario / Mission / Campaign Game | Solo / Solitaire Game | Storytelling | Variable Player Powers",Crowdfunding: Kickstarter | Theme: King Arthur / The Knights of the Round Table / Camelot,ISS Vanguard | Etherfields | Descent: Legends of the Dark | Oathsworn: Into the Deepwood | Tainted Grail: Kings of Ruin | This War of Mine: The Board Game | Frostpunk: The Board Game | Fateforge: Chronicles of Kaan | The Lord of the Rings: Journeys in Middle-Earth | Sleeping Gods | Nemesis: Lockdown | Frosthaven | Gloomhaven | Cthulhu: Death May Die | Stars of Akarios | Gloomhaven: Jaws of the Lion | Bloodborne: The Board Game | Arydia: The Paths We Dare Tread | Mansions of Madness: Second Edition | Destinies | Nemesis | The 7th Citadel | Middara: Unintentional Malum – Act 1 | Roll Player Adventures | Mage Knight: Ultimate Edition | Too Many Bones | The Isofarian Guard | Chronicles of Drunagor: Age of Darkness,1.00,auto,"Tainted Grail: the Fall of Avalon is an unforgettable, solo or cooperative adventure experience for 1-4 players. Blending Arthurian legends and Celtic mythology with a unique vision, it allows you to impact the game world in deep and meaningful ways. A deep, branching storyline allows you to tackle problems in different ways, ensuring no two games play alike. Difficult decisions or harrowing choices wait behind every corner and seemingly minor tasks may reverberate with major long-term consequences. In a land slowly sinking into the Wyrdness and torn apart by conﬂict; surviving each day is a c"
272,Thunderstone Advance,Thematic / Adventure,,116998,952,7.31104,6.6775,2.745967741935484,2012,1,5,3,1-4,12,12+,45,45,Edward Bolme | Mike Elliott | Mark Wootton,Card Game | Fantasy,"Deck, Bag, and Pool Building | Hand Management | Open Drafting",,Thunderstone Advance: Numenera | Thunderstone: Starter Set | Thunderstone | Thunderstone Advance: Worlds Collide | Thunderstone Quest | Dragonfire | Thunderstone: Dragonspire | Nightfall | XenoShyft: Onslaught | Pathfinder Adventure Card Game: Rise of the Runelords – Base Set | Yggdrasil | Claustrophobia | Shadowrun: Crossfire | Ascension: Deckbuilding Game | Core Worlds | Defenders of the Realm | Quarriors! | Mage Knight Board Game | Sentinels of the Multiverse | Legendary Encounters: An Alien Deck Building Game | Space Hulk: Death Angel – The Card Game | Warhammer Quest: The Adventure Card Game | Pathfinder Adventure Card Game: Skull & Shackles – Base Set | Among the Stars | Space Alert | Eminent Domain | Edge of Darkness | Ghost Stories,1.00,override,"In Thunderstone: Heart of Doom, you had a chance to face Doom's very heart, the eighth Thunderstone, and defeat the ancient evil – but winning that battle had unexpected consequences. It banished Doom, but also freed him to visit other worlds, so you advanced to the next world with him. Thunderstone Advance: Towers of Ruin, which is fully compatible with all previous Thunderstone offerings, is the next stop in your adventure. In Thunderstone Advance you build your party of heroes to defeat the dreaded Thunderstone Bearers in their dungeons or wilderness. The player who defeats the most valuabl"
273,A Feast for Odin,Heavy Strategy,,177736,27,8.16203,7.94158,3.870748299319728,2016,1,4,3,1-4,12,12+,30,120,Uwe Rosenberg,Animals | Farming | Industry / Manufacturing | Medieval | Puzzle,Action Points | Automatic Resource Growth | Dice Rolling | Enclosure | Grid Coverage | Hand Management | Income | Layering | Pattern Recognition | Push Your Luck | Solo / Solitaire Game | Square Grid | Tile Placement | Turn Order: Pass Order | Worker Placement,Animals: Cattle / Cows | Animals: Fish / Fishes | Animals: Moose / Elk | Animals: Sheep | Country: Iceland | Country: Norway | History: Viking Expansion | Islands: Greenland (Denmark) | Mythology: Norse | Occupation: Farmer | Region: Arctic | Series: Harvest (Uwe Rosenberg) | Theme: Food / Cooking | Theme: Vikings,Teotihuacan: City of Gods | Clans of Caledonia | Ark Nova | Caverna: The Cave Farmers | Great Western Trail | Beyond the Sun | Obsession | Orléans | Gaia Project | Great Western Trail: Second Edition | Yokohama | Maracaibo | Underwater Cities | Concordia | Tzolk'in: The Mayan Calendar | Carnegie | Viticulture Essential Edition | Age of Innovation | Tapestry | Terraforming Mars | Terra Mystica | Brass: Birmingham | Fields of Arle | Architects of the West Kingdom | Anachrony | Revive | Darwin's Journey | The Gallerist,1.00,auto,"A Feast for Odin is a saga in the form of a board game. You are reliving the cultural achievements, mercantile expeditions, and pillages of those tribes we know as Viking today — a term that was used quite differently towards the end of the first millennium. When the northerners went out for a raid, they used to say they headed out for a viking. Their Scandinavian ancestors, however, were much more than just pirates. They were explorers and founders of states. Leif Eriksson is said to be the first European in America, long before Columbus. In what is known today as Normandy, the intruders were"
274,Antiquity,Heavy Strategy,,13122,435,7.83187,7.05961,4.32311320754717,2004,2,4,2-3,2-4,14,14+,120,180,Jeroen Doumen | Joris Wiersinga,City Building | Civilization | Economic | Environmental | Medieval,Grid Coverage | Hexagon Grid | Modular Board | Square Grid | Tile Placement | Trading,,Indonesia | Age of Steam | The Great Zimbabwe | Horseless Carriage | Roads & Boats | Container | Food Chain Magnate | Bus | Railways of the Lost Atlas | Arkwright | Wildcatters | Tramways | Iberian Gauge | 1830: Railways & Robber Barons | Pax Pamir: Second Edition | Shikoku 1889 | Wabash Cannonball | Brass: Lancashire | Pax Porfiriana | Pax Transhumanity | Rise & Fall | Chicago 1875: City of the Big Shoulders | Greed Incorporated | Automobile | 1846: The Race for the Midwest | 18Lilliput | Age of Industry | Three Kingdoms Redux,1.00,auto,"From the Manufacturer: ""These fields no longer yield grain the way they used to,"" complains the farmer. ""We should settle new lands before our food runs out. Why don't we start farming olives, like our neighbors?"" The cart-driver nods: ""Ever since them city folks started worshiping San Giorgio I have to travel further and further to new building sites. I'm on my way now to the new inn they built. I'll change horses there and deliver this load,"" he gestures towards the pile of wood in the cart with his head ""to the sea beyond. Gonna start some fisheries there. It is said we'll conquer those oli"
275,Ark Nova,Heavy Strategy,,342942,2,8.54086,8.35494,3.7974887314874435,2021,1,4,2,1-3,14,14+,90,150,Mathias Wigge,Animals | Card Game | Environmental,Contracts | End Game Bonuses | Events | Grid Coverage | Hand Management | Hexagon Grid | Income | Increase Value of Unchosen Resources | Open Drafting | Race | Set Collection | Solo / Solitaire Game | Tags | Tile Placement | Track Movement | Variable Player Powers | Variable Set-up,"Animals: Okapi | Continents: Africa | Continents: Asia | Continents: Europe | Continents: North America | Continents: South America | Country: Australia | Theme: Biology | Theme: Ecology | Theme: Science | Theme: Zoos, Aquaria, Safari Parks",Lost Ruins of Arnak | Obsession | Terraforming Mars | Revive | A Feast for Odin | Great Western Trail: Second Edition | Underwater Cities | Viticulture Essential Edition | Darwin's Journey | Tapestry | The White Castle | Architects of the West Kingdom | SETI: Search for Extraterrestrial Intelligence | Beyond the Sun | Dune: Imperium | Scythe | Earth | Anachrony | Teotihuacan: City of Gods | Orléans | Great Western Trail | Maracaibo | Brass: Birmingham | Wingspan | Galactic Cruise | Planet Unknown | Gaia Project | Paladins of the West Kingdom,1.00,auto,"In Ark Nova, you will plan and design a modern, scientifically managed zoo. With the ultimate goal of owning the most successful zoological establishment, you will build enclosures, accommodate animals, and support conservation projects all over the world. Specialists and unique buildings will help you in achieving this goal. Each player has a set of five action cards to manage their gameplay, and the power of an action is determined by the slot the card currently occupies. The cards in question are: CARDS: Allows you to gain new zoo cards (animals, sponsors, and conservation project cards). B"
